UserID,chargeback_count,fraud_reports,no_fraud_charges,transaction_frequency,isFlagged
4835819170523837,1,0,0,11,0
4552699160196401,1,2,1,2,0
4250048249892777,1,0,1,3,0
4115067642589124,2,4,1,13,0
4129025081738929,2,0,0,4,0
4841137858501856,1,4,1,11,0
4953417512480224,0,2,0,12,0
4640798835666022,0,0,0,9,0
4009564660232982,1,3,1,9,0
4837698655662924,2,0,0,11,0
4071737805891176,2,1,1,12,0
4901141523383929,2,2,0,10,0
4639193509561563,1,4,1,13,0
4816182723593903,0,4,0,2,0
4892353491057408,0,4,0,10,0
4775303086083626,2,1,1,11,0
4787005307720334,0,4,0,6,0
4153180607870612,2,3,0,11,0
4847585552255936,2,0,0,11,0
4207098190721123,0,0,0,10,0
4968123443988656,2,2,1,12,0
4434254164762644,2,4,0,13,0
4246733282277716,1,0,0,7,0
4221787314820348,1,1,1,11,0
4589708440172038,0,1,1,2,0
4683476445180761,1,4,0,12,0
4978400826062343,2,1,1,13,0
4522125065946119,1,2,0,9,0
4259297857407250,0,1,1,8,0
4971316896655492,0,2,1,6,0
4538615712163193,2,1,0,2,0
4687152051690940,2,3,1,14,0
4750928280020948,0,4,1,4,0
4743477656626615,1,3,0,1,0
4017033818250189,1,0,1,6,0
4515950058251600,0,1,1,11,0
4401392629086743,1,1,1,13,0
4067116804604151,2,2,1,13,0
4764511546348982,2,4,0,1,0
4018963170243381,1,2,0,10,0
4897120616615153,2,1,1,14,0
4573174051851832,1,4,1,1,0
4243888382616396,2,4,0,7,0
4897757179439990,2,4,0,11,0
4067943398359987,1,3,1,11,0
4344567811190391,2,2,0,14,0
4663032546054720,0,4,0,5,0
4087284122940198,2,3,1,3,0
4149062832709178,0,4,0,11,0
4611033936846322,0,1,1,6,0
4863833350346567,2,1,0,3,0
4887229935651583,0,0,1,12,0
4642542152697105,1,3,1,11,0
4040532090425188,1,0,0,13,0
4019508468399970,0,2,1,2,0
4816318468598893,2,2,0,12,0
4707273122805337,0,3,1,3,0
4985985192169665,1,0,1,14,0
4938854389566505,2,0,1,12,0
4840907732408184,0,0,1,6,0
4654870344998452,1,4,0,2,0
4829587905855950,2,4,0,8,0
4847473755945530,0,1,1,2,0
4559337054584514,1,2,0,9,0
4003735918177981,0,3,1,9,0
4629765842087919,2,2,1,9,0
4982957506190979,0,3,0,14,0
4263629119640472,2,3,1,1,0
4361494344050786,1,1,1,1,0
4312183151204954,1,0,0,9,0
4511018259679153,0,0,0,4,0
4866910694611760,1,1,1,7,0
4310887641554388,1,1,1,2,0
4328869458305591,1,3,0,8,0
4465780204864976,2,4,0,11,0
4594509253462554,1,0,1,9,0
4972332906416733,2,0,1,12,0
4602976845284806,1,3,1,4,0
4987600595262409,1,2,0,7,0
4545892887011520,2,3,1,4,0
4157013680724172,1,1,1,10,0
4974472529190279,2,2,0,9,0
4593253839076023,1,2,1,6,0
4728716277117648,2,3,0,9,0
4000744787090575,0,2,1,3,0
4044306002942119,2,3,0,8,0
4418542266267888,0,4,0,3,0
4510106177215258,1,1,0,6,0
4203398380389978,0,0,0,3,0
4351749318287124,1,2,0,13,0
4197599547580932,0,0,0,12,0
4831424060126447,0,4,0,10,0
4207254267086797,0,3,0,4,0
4888788885216050,1,3,1,8,0
4752241738640848,1,0,0,9,0
4089769092833462,1,4,1,4,0
4708711462713925,1,1,1,6,0
4728819723712663,2,1,0,3,0
4368341349345542,1,4,1,3,0
4776934033853577,0,1,1,5,0
4186688394884514,2,0,0,10,0
4054484483073667,1,1,1,14,0
4514951181078952,1,1,0,5,0
4795694933792922,0,4,0,14,0
4702130648028064,1,3,0,14,0
4808903733513098,2,0,1,2,0
4364088148811208,2,0,0,9,0
4275447366099003,0,3,1,3,0
4652844909677761,0,4,0,1,0
4351506919124985,0,2,1,3,0
4426995553548255,1,1,0,10,0
4309101289867778,1,0,0,5,0
4752474312467052,2,3,0,9,0
4177863271561375,1,3,1,9,0
4872305775592280,2,4,0,5,0
4721817530683603,0,0,0,8,0
4691620286142394,2,3,0,13,0
4807632392982440,1,1,0,5,0
4818972772815324,1,4,0,7,0
4936369013446687,2,4,0,11,0
4998340796695084,0,0,0,3,0
4119514227249927,1,3,1,4,0
4558544039123869,0,1,1,11,0
4471288259817883,2,1,0,2,0
4690928465314648,0,0,0,8,0
4378887669411445,2,2,1,7,0
4184757284096653,1,3,0,14,0
4946701648744458,0,3,1,2,0
4338961119744397,1,3,0,8,0
4394125768573264,1,4,0,7,0
4999119645871982,0,4,0,6,0
4669898700767578,2,1,0,7,0
4588833984623328,2,1,0,10,0
4748996673931117,1,1,1,1,0
4679342436262636,1,0,1,11,0
4292954513567542,0,3,0,1,0
4601807144347914,2,4,1,5,0
4179733991776587,0,1,1,12,0
4862000927996115,1,1,1,6,0
4705230375275750,2,0,0,9,0
4652905970671577,0,4,0,5,0
4636667644652877,0,0,0,4,0
4204361979531383,1,4,1,14,0
4444310166198076,1,2,1,2,0
4525601518876894,1,4,0,7,0
4671597654427280,2,4,0,1,0
4002413290363865,1,0,0,1,0
4921965834505358,1,4,0,12,0
4902795038234155,0,0,0,1,0
4135559207827168,0,2,1,6,0
4645008521935979,1,2,0,8,0
4100474737014041,1,1,1,14,0
4549843933737283,0,2,0,10,0
4560352727003336,1,3,0,13,0
4721950861947477,1,0,1,5,0
4510999830007967,1,4,0,12,0
4629904337711655,2,2,1,7,0
4674199978020888,1,1,1,11,0
4633187599495134,2,4,0,7,0
4918464278590295,2,4,1,9,0
4004866344817608,2,2,0,4,0
4053377773985148,0,4,1,3,0
4057148760076639,1,4,1,5,0
4736858608206268,1,2,0,12,0
4690774804645858,2,1,1,14,0
4395496313590940,1,1,0,13,0
4244113887143468,1,0,1,11,0
4909981346276269,2,3,1,7,0
4280763605928593,0,0,1,13,0
4461246699944164,1,3,1,4,0
4297829110249725,1,0,1,8,0
4803185462514431,0,1,0,11,0
4681675803755419,0,4,1,12,0
4465296161781947,0,1,0,10,0
4502539869978421,1,0,0,10,0
4945036349408140,0,1,0,5,0
4681425361765149,1,2,1,12,0
4079612322465113,2,1,0,2,0
4881867870111141,2,3,1,1,0
4655532776523930,2,1,0,1,0
4317417951558499,2,3,1,1,0
4591320315757657,2,4,0,6,0
4462785457109659,0,2,1,7,0
4444500836860531,2,1,0,14,0
4840233956301330,0,4,0,14,0
4730469513974168,0,1,1,3,0
4479579570357803,2,4,1,3,0
4041799369848601,1,4,0,9,0
4696752307320421,0,2,0,8,0
4707278667143879,1,2,1,10,0
4297313894737643,1,1,1,7,0
4704674523952912,0,3,1,5,0
4783350302902790,0,3,0,9,0
4090909543564137,0,2,1,9,0
4977311491834471,2,3,0,1,0
4313679028207590,1,3,0,12,0
4114632219006850,2,4,1,6,0
4062492296344159,1,2,1,12,0
4760544156448564,0,1,0,6,0
4297275895733964,1,1,0,12,0
4807078372952229,1,0,0,2,0
4359752444310283,2,3,1,6,0
4582368911772969,1,3,0,13,0
4811504816954186,0,0,0,10,0
4987993197375855,1,0,0,12,0
4764528184035358,0,3,1,4,0
4727358124969003,2,4,0,12,0
4209140850526737,2,4,1,8,0
4554806546871924,0,0,1,5,0
4875156002560948,1,1,1,7,0
4780363753481001,0,4,1,12,0
4534752564262056,1,3,1,13,0
4715355763834104,1,3,0,7,0
4548290056678996,1,4,1,9,0
4487809629532100,0,1,0,9,0
4912396775913636,0,0,0,3,0
4116793532153254,1,1,1,2,0
4993074199369808,2,2,1,11,0
4680525801008876,2,3,0,4,0
4272595009614449,1,3,0,1,0
4092379619684060,1,1,0,3,0
4731263761341793,1,1,1,14,0
4114217484473017,1,2,1,7,0
4040725119671291,1,0,0,5,0
4829523669935498,2,1,0,2,0
4528234633939285,2,1,1,4,0
4947480300452903,1,1,0,2,0
4851437222528685,0,4,1,1,0
4207043115768866,2,0,1,6,0
4670400331401904,1,4,1,3,0
4111139055243673,2,0,1,9,0
4484865235560649,0,4,1,8,0
4295767119802627,0,1,1,9,0
4018160405822903,2,3,0,12,0
4669502198843129,0,3,1,13,0
4360679107729532,2,4,0,14,0
4915308660903280,1,3,0,3,0
4048282809605256,2,2,0,3,0
4157041374340237,1,1,0,2,0
4127060465017196,1,2,1,13,0
4926239602145663,2,0,0,3,0
4643699983896048,0,2,0,9,0
4525280288636927,1,2,0,12,0
4188339724062763,0,3,1,7,0
4567157040333309,0,4,0,12,0
4170399150781708,0,3,1,12,0
4290810018628670,1,1,0,5,0
4684974907301924,2,4,0,7,0
4173529923576186,2,3,1,14,0
4677837585895062,2,4,0,6,0
4043779104514674,0,1,1,11,0
4224110633778229,0,4,1,7,0
4516500920145107,1,4,0,13,0
4700258473366390,0,1,1,13,0
4621652448066927,0,4,1,5,0
4113111514927327,0,3,0,3,0
4523535168695935,0,3,0,5,0
4655327450696650,2,4,1,14,0
4876358171489425,1,3,1,12,0
4407341342690228,1,2,0,13,0
4243708725529421,0,1,0,10,0
4917670812417057,0,0,0,1,0
4478698216404679,0,0,0,2,0
4820701362737051,0,0,1,2,0
4804448292778819,1,3,1,5,0
4274753432127269,2,1,1,11,0
4278882629046036,1,0,0,1,0
4269371285167220,2,4,0,5,0
4247037553739399,0,4,1,13,0
4379164694585166,0,2,0,13,0
4628721256038642,2,2,1,1,0
4979548947043037,0,3,0,8,0
4957389251358935,1,3,0,4,0
4445409869669331,2,2,0,3,0
4245289584770578,2,2,1,5,0
4326035413681763,0,1,1,12,0
4625956061888285,0,0,0,2,0
4245844001644663,2,1,0,1,0
4973452548448545,1,3,1,9,0
4336439606861109,0,0,1,7,0
4113742282279374,1,1,1,5,0
4490234650584513,2,1,1,13,0
4543325721236047,0,3,1,11,0
4192469241986683,1,0,1,2,0
4403847557466678,2,0,0,8,0
4375220389756928,2,3,1,9,0
4896070777407497,1,3,1,4,0
4976782258580021,0,3,1,3,0
4901805369620228,1,0,1,5,0
4003017958059167,2,1,1,14,0
4277315070261276,2,0,1,9,0
4468315675118623,2,1,0,13,0
4935795531542931,1,4,1,8,0
4917129472196808,1,3,1,11,0
4510952618736786,1,2,0,6,0
4524833458170217,0,4,1,2,0
4020705840310470,0,4,0,4,0
4878147283250231,2,1,0,3,0
4999282107326646,2,3,0,6,0
4567084168325935,2,4,0,1,0
4310136325639721,2,2,0,13,0
4407324004108135,1,3,0,9,0
4742010886161235,0,1,1,8,0
4848451106706289,0,3,0,3,0
4386514032591451,0,3,1,3,0
4333042581710524,1,1,0,9,0
4091946625189861,1,4,1,14,0
4343769039864556,2,2,0,2,0
4559797078443593,0,4,0,4,0
4554006933084658,1,1,1,10,0
4363503381231014,1,3,0,14,0
4702797717045342,1,0,1,5,0
4311505353704822,0,3,0,3,0
4821839302359997,2,2,0,10,0
4238465782000369,2,4,1,4,0
4925907223061615,1,2,1,5,0
4390207428356316,1,4,1,8,0
4658954744853529,2,4,1,6,0
4003976525884524,1,3,1,9,0
4857132792998418,0,3,0,7,0
4587820415962186,2,3,0,14,0
4380403979982186,2,4,1,10,0
4408006711720869,2,3,1,8,0
4801790440817442,1,1,1,2,0
4394305446434010,2,3,1,3,0
4896167283727416,0,2,1,8,0
4817551147511601,0,3,1,10,0
4110190769565977,1,4,0,4,0
4999366995439346,2,4,1,14,0
4679705778438008,2,0,0,1,0
4976054420589383,1,3,0,11,0
4520565619918191,2,2,0,12,0
4973299039038503,1,4,0,1,0
4242084101680662,1,3,1,11,0
4085406915312150,2,3,0,7,0
4647102476702415,0,1,1,5,0
4099150166214426,0,3,0,10,0
4575622928468204,1,2,0,11,0
4176229332237689,0,4,1,1,0
4096415859214535,2,4,0,5,0
4946216395529242,2,1,0,14,0
4836747901819639,1,2,0,13,0
4600197757182191,0,3,0,5,0
4259767519651511,1,4,1,6,0
4114311318357221,1,3,1,7,0
4255035167230580,2,1,0,1,0
4971584447471145,0,3,1,9,0
4088309984967960,1,3,1,12,0
4789338829991119,0,3,1,9,0
4582513596390062,0,3,1,14,0
4447409296956614,1,3,0,3,0
4461879770350800,2,3,1,8,0
4146879185250192,1,1,0,13,0
4260688799548101,1,3,0,13,0
4065706932741909,2,3,1,10,0
4101856144245144,2,0,0,4,0
4332046403266210,1,0,0,7,0
4752375958066514,1,1,1,8,0
4052452430844623,2,3,1,7,0
4919512946673692,0,1,1,12,0
4808998462878241,1,0,0,10,0
4690759466850268,0,1,0,3,0
4648581903046224,2,1,0,8,0
4845206990372868,0,2,0,9,0
4617489403827522,0,3,0,13,0
4647409181517180,0,0,1,5,0
4889603928785814,2,1,0,7,0
4787985422543374,1,0,0,8,0
4836080092580962,0,4,1,12,0
4496712063785466,1,2,0,7,0
4540130887380123,1,0,0,2,0
4263761015917579,1,1,0,10,0
4881325852617486,0,4,1,6,0
4755965086738682,0,1,1,2,0
4680689108940437,2,4,0,6,0
4850171859694947,2,3,0,10,0
4765442668492482,2,2,0,1,0
4668920094614538,2,4,1,10,0
4007169205034489,2,3,1,4,0
